typologie,adresse,arrondissement,nom_enseigne,nom_societe,siret,longueur,largeur,periode_installation,lien_affichette,geo_shape,geo_point_2d
ETALAGE,75 RUE DES MORILLONS,75015,LE REPAIRE DE BACCHUS,,51323526700236,2.0,0.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRhhr67znHwmURqk_1zYMF2AV-5B0yp1PuPQg6nncgePs9Ftdsk2iDM%3d&p=chMOZL_3S4WKDQ2J-0IW86gH4LnlS2bCbYGIUNGpZpcGeOfI4yluxCj-WEOnue3PVNh_mK01iro%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3029363397260307, 48.8322230229105], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3029363397260307, 'lat': 48.8322230229105}"
ETALAGE,76 RUE PIERRE DEMOURS,75017,ZOUBACLOS,,51378597200011,0.7,0.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeEHo2PdA57uEG6BH1YhORZLA3SIPqDBpQYRhpkFNUK4xNcRkojTeJU%3d&p=chMOZL_3S4WKDQ2J-0IW83xc7Beo2uE5x1ALKOaOCy6tIewzUGRrznSnq2AlYC9TaRYVARAh22E%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2977784851923384, 48.88271131256285], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2977784851923384, 'lat': 48.88271131256285}"
ETALAGE,76 RUE PIERRE DEMOURS,75017,ZOUBACLOS,,51378597200011,0.7,0.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeEHo2PdA57uEG6BH1YhORZLA3SIPqDBpQYRhpkFNUK4xNcRkojTeJU%3d&p=chMOZL_3S4WKDQ2J-0IW83xc7Beo2uE5x1ALKOaOCy6tIewzUGRrznSnq2AlYC9TaRYVARAh22E%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2978201263873217, 48.88273111553696], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2978201263873217, 'lat': 48.88273111553696}"
TERRASSE OUVERTE,14 AVENUE DE VERSAILLES,75016,JPGH RESTAURATION,,51421334700016,8.0,3.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeEHo2PdA57u3b5M4oc38jsWlMqWMJT9q7h2oVK1fBRCejxFwwcHDbk%3d&p=chMOZL_3S4WKDQ2J-0IW8-zncgW7tb6Es2b0EJWvazbYd3khYwQr5Er31Yk69TT5qD1LTzKgoFM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.277114065050438, 48.850689244186796], 'type': 'Point'}, 'properties': {}}","{'lon': 2.277114065050438, 'lat': 48.850689244186796}"
ETALAGE,47 TER BOULEVARD SAINT GERMAIN,75005,MAUBERT MAREE,,51508529800013,4.0,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeEHo2PdA57uE4Voqn9eQaEaSbv5uDjWYms-8NZrU_ka&p=chMOZL_3S4WKDQ2J-0IW86JAM_VWrOPUVIVb3--kI12IARlMHUu3peqZPEcUCd3eIZPY3fak8YI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3486830930715974, 48.84976680118863], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3486830930715974, 'lat': 48.84976680118863}"
TERRASSE OUVERTE,91 RUE DE LA VICTOIRE,75009,KIPLINE,,51539893100110,2.55,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpwc4sPHgvtrAYwZrP41DPTUpP8mlQag23ZWVadTDs9BJQ%3d&p=chMOZL_3S4USq6MyjhRwKoJOyOPHKfTJJhmC8zmDgAlLgp2qsjaC9VatQEPLV7v1bpc4_mfAu_g%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3309230077562852, 48.87482343563499], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3309230077562852, 'lat': 48.87482343563499}"
TERRASSE OUVERTE,29 AVENUE DU MAINE,75015,AMELI,,51796199100018,4.0,2.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpwER4_pYBQ670T2LfSvMTmJDOYuUdhjgXga4u0ULmfFpw%3d&p=chMOZL_3S4USq6MyjhRwKhYMQzthkETTvEmjkGq0sQoemXEIMaVn24v52nWbnjPVAxG_aZT2Fos%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3209258109987996, 48.842923708432735], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3209258109987996, 'lat': 48.842923708432735}"
ETALAGE,34 BOULEVARD DES INVALIDES,75007,I FLORE,,51828974900013,11.4,3.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpwGWgkAc_SX3V4pvwesYqaVnUI9ZP358a_5Z-HunVsdWs%3d&p=chMOZL_3S4USq6MyjhRwKjdgZqGKBvoWvA-vPkN6DyVD9u7UKCrxISumLVCwKRS9OBjlRp13CRE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.314275685649658, 48.851902039850955], 'type': 'Point'}, 'properties': {}}","{'lon': 2.314275685649658, 'lat': 48.851902039850955}"
TERRASSE OUVERTE,6 BOULEVARD SAINT GERMAIN,75005,LA ROSE DE DAMAS,,51862194100021,7.0,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeEHo2PdA57uaEz-o5W2r5qgySC_ho51Hee_eRrCrfnVTJ8A8eabRVk%3d&p=chMOZL_3S4WKDQ2J-0IW85KZaPUEFM6FQB1eY9TPRRaxHgV8M6N8kovfzDi7NIVfNwP1CsDjv2c%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.355175666879959, 48.84951772539633], 'type': 'Point'}, 'properties': {}}","{'lon': 2.355175666879959, 'lat': 48.84951772539633}"
ETALAGE,40 AVENUE SIMON BOLIVAR,75019,LES HALLES BOLIVAR,,51867647300011,5.5,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeEHo2PdA57uMRDMmPQ67yWnZIIWKr0eriyp9UC-DSP-dEyAufG4OVo%3d&p=chMOZL_3S4WKDQ2J-0IW8yLA4-6sQC6YDFGuQGOClqPQaAeDY_OWOC07_5mgDYYPAg3Ba4-r868%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.382066851173082, 48.87557467056033], 'type': 'Point'}, 'properties': {}}","{'lon': 2.382066851173082, 'lat': 48.87557467056033}"
TERRASSE OUVERTE,5 RUE LIARD,75014,LE JARDIN DE MONTSOURIS,,51900872600019,1.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTuLaT0X-mCGF3CtD6_4paBdGxMdt8TTXYxrSrZxml8MWF49N3Ra2Fo%3d&p=chMOZL_3S4XGJQayF6V1YCKMh0_LJlVnfSFXiHXF_BEy0nDt26JjtDS1oDKktrUD6FRRMFSCRRs%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3412630399591636, 48.82110896549996], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3412630399591636, 'lat': 48.82110896549996}"
TERRASSE OUVERTE,1 RUE DE LA CITE UNIVERSITAIRE,75014,LE JARDIN DE MONTSOURIS,,51900872600019,2.5,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTuLaT0X-mCGF3CtD6_4paBdGxMdt8TTXYxrSrZxml8MWF49N3Ra2Fo%3d&p=chMOZL_3S4XGJQayF6V1YCKMh0_LJlVnfSFXiHXF_BEy0nDt26JjtDS1oDKktrUD6FRRMFSCRRs%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3412629926838315, 48.82109319459773], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3412629926838315, 'lat': 48.82109319459773}"
CONTRE-ÉTALAGE,115 BOULEVARD DU MONTPARNASSE,75006,I.P.BOODHOO,,51909633300025,4.0,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTuLaT0X-mCGxJ_2ydXmXYxlNlwOilaDmi9x8wLnKc_k712UOrPbJN4%3d&p=chMOZL_3S4XGJQayF6V1YLZDs6gk566eA2OD-No2KXV0D6PBYLMyI_mgiN1k2egT6Xjd5McJ2A4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.329918685540605, 48.84202345195235], 'type': 'Point'}, 'properties': {}}","{'lon': 2.329918685540605, 'lat': 48.84202345195235}"
TERRASSE OUVERTE,55 RUE DOUDEAUVILLE,75018,LE PETIT MONTMARTROIS,,51937905100013,6.6,0.85,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRhhr67znHwm8TTyJvFBTKNe7WYAxXnTQem5Lv5C_L5G&p=chMOZL_3S4WKDQ2J-0IW85vq07GM7VbGoB4myhbBwpLOJFyVrW6JaXcSaVfl9r2XUnD-ZSEwH90%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.352312476916447, 48.8883015083532], 'type': 'Point'}, 'properties': {}}","{'lon': 2.352312476916447, 'lat': 48.8883015083532}"
CONTRE-TERRASSE OUVERTE,194 AVENUE DE VERSAILLES,75016,SANDWICHERIE DU PARC,,52019088500019,4.0,4.17,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpwWW8jPzOjh5zcmfv3Rmmx4gDe3RaJS4OPiw32z9ei6gI%3d&p=chMOZL_3S4USq6MyjhRwKuJFx7lImToC26c1qhbeEU5a-aQ27Yo0qSsE-n6u_cZOJJTuRX3ueWw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.26102191310872, 48.8391691630046], 'type': 'Point'}, 'properties': {}}","{'lon': 2.26102191310872, 'lat': 48.8391691630046}"
TERRASSE OUVERTE,86 RUE PIERRE DEMOURS,75017,HUA LIAN,,52053720000013,2.9,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTuLaT0X-mCGMtygrsvsBwIBQq1GL22z46Y2GCyM7wGe82eSCPZ9S_Y%3d&p=chMOZL_3S4XGJQayF6V1YOctxbB8x0AoR7TS8Ymkio8uF9ebAPIK8FOw9qwCkq6f3xY5YlJ_JtU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2984224823983417, 48.883014115184], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2984224823983417, 'lat': 48.883014115184}"
ETALAGE,36 BOULEVARD DE LA TOUR MAUBOURG,75007,VICTORIA ENTREPRISES,,52171952600035,7.0,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTuLaT0X-mCGHCh927LScGkoVgc_cwNpby8uvzuT9P64-haKx67zIDs%3d&p=chMOZL_3S4XGJQayF6V1YHsYt7srTO52PYAEmzf_yc_QmI6xIu0_V-PZQVqPuWDwy5TQTKINw_E%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3100252118118343, 48.86018093482034], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3100252118118343, 'lat': 48.86018093482034}"
TERRASSE OUVERTE,6 PASSAGE SAINT ROCH,75001,BAGELS,,52386356100081,5.12,1.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRhhr67znHwmLirC2U9YmKuHphHrdW8507bfAU-odb6V0-3trVjz41s%3d&p=chMOZL_3S4WKDQ2J-0IW8xcTpO40nLVR9iBCBPEIRoWjbvobCIXHioO6h3Z40czpYnlGg9JBW7g%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3327709069669966, 48.865128802258035], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3327709069669966, 'lat': 48.865128802258035}"
ETALAGE,71 PLACE DU DOCTEUR FELIX LOBLIGEOIS,75017,LUC GAIGNARD PARIS,,52451841200027,5.8,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeEHo2PdA57u36M9bJWlIAnmjwr6K2KUXu3ZxfmahO9Kmqe5MufmvFk%3d&p=chMOZL_3S4WKDQ2J-0IW838TiXhv0GWYgwDeTjf1v2IaST60ODwAqGumj4F9Ug-JFlF6fZzyHIc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3176824832647447, 48.886499560397944], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3176824832647447, 'lat': 48.886499560397944}"
ETALAGE,145 AVENUE DE VILLIERS,75017,LE GRAND CAFE,,52490765600028,0.4,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQv3xb42jQlFRndoYjcth6PTdhf28ZaUikAhLu8p-aojpTMD_UaGiZc%3d&p=chMOZL_3S4XGJQayF6V1YNTNiL6d4i_-mDvIttNZYxj8Z2EHoSf5G6SQwlKaKHL0am3MJCYnvEI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.292254094049805, 48.88544561823897], 'type': 'Point'}, 'properties': {}}","{'lon': 2.292254094049805, 'lat': 48.88544561823897}"
ETALAGE,89 AVENUE DE SAINT OUEN,75017,HALLES SAINT OUEN,,52754917400011,13.0,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpw4Ypc5zZycsSGoKZHXWE4RHDV5Vxibi_IVGCxjDsoxWI%3d&p=chMOZL_3S4USq6MyjhRwKlEwj9JI-T_xWRVD2lSE1eAYZWBquVigjRPM1HLq6asNUggR_lVy9vM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.327520900493829, 48.893717175821536], 'type': 'Point'}, 'properties': {}}","{'lon': 2.327520900493829, 'lat': 48.893717175821536}"
COMMERCE ACCESSOIRE,7 RUE SAINT ANTOINE,75004,DOV AND CO,,52862367100039,0.8,1.55,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXx9yNWOJMxDUqEMYPN7PFQ9mlOVvrGNjsoF-GU8UiX-WtvTcrWZKwM%3d&p=chMOZL_3S4WuYK8yH1r1QrKx_X77q-7IR6k8TsS-YyrBytKNfBEWg_VFjCfiz-j_W_lvgP3loyg%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3672250242002986, 48.85332052171607], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3672250242002986, 'lat': 48.85332052171607}"
ETALAGE,57 RUE DAMREMONT,75018,AD 18,,53072830200015,1.8,0.4,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgR9QFm6DXe5oRIQ86UTLEPE9Q-pYlvS1jmFNwowIdjb-mzh_0ZJvv_w%3d&p=chMOZL_3S4WKDQ2J-0IW82QjGAJiUu_zydNzG0xMMsYVURKk8KpDXMqdpcVtjFynuW2p9Jk1lH4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3344610141089728, 48.89097986877429], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3344610141089728, 'lat': 48.89097986877429}"
TERRASSE OUVERTE,35 RUE BREZIN,75014,CAFES THES GOURMANDISES LANDRE,,53116538900028,5.1,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeWxw8N7RrMXGM_oyA5iogqkmqumkAvazZESOzF4dDnT7OZOdySsqX8%3d&p=chMOZL_3S4VhpAHpAPoNMLicuA6PR49VSBkZxmJeh3hyv2s8t_3-XXwr9UH54-pgvBNfyzXu_tc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.32597104792622, 48.831634132661776], 'type': 'Point'}, 'properties': {}}","{'lon': 2.32597104792622, 'lat': 48.831634132661776}"
TERRASSE OUVERTE,26 RUE EUGENE JUMIN,75019,ZHEN BAO FANG,,53136501300022,6.5,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbgDNTwEKPX1II3ek6HenXm9GWtPdLkjakysHwBPRYly9Bif7yYme2M%3d&p=chMOZL_3S4WKDQ2J-0IW8zckFcqSPYkZc_BPp_vQHmOBvgdsumOiObvRanxs4yLrSXDhqpGKBFI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3922735188978392, 48.88786073667254], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3922735188978392, 'lat': 48.88786073667254}"
ETALAGE,203 BOULEVARD VINCENT AURIOL,75013,FLEURS D'ITALIE,,53199512400017,6.0,2.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZt7Y0_unkQZRYyF6N4_5qyBXUCtgkJ5GpIwNuSa-wfN1Wb6e63s62Y%3d&p=chMOZL_3S4USq6MyjhRwKvhwY86y8Z0-y6fFr8sDf-HTFOfOuyJG0o-ClMFwPBhHVt8xc_bpfZ0%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3579445714628635, 48.83121908850061], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3579445714628635, 'lat': 48.83121908850061}"
ETALAGE,9 RUE BREMONTIER,75017,PARLAPICA,,53202880000029,5.3,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeWxw8N7RrMXjUxDLJAJ_ZA3cxFdSjILRiydQSVcmhfGqN4IhOOQ_is%3d&p=chMOZL_3S4VhpAHpAPoNMLUT9yhCpKk07-RJjKwFb7sk4-mZFT2VFILiVKDga9r2gYJEzCsV8BA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.304017928058073, 48.884530307828996], 'type': 'Point'}, 'properties': {}}","{'lon': 2.304017928058073, 'lat': 48.884530307828996}"
ETALAGE,51 BOULEVARD GOUVION SAINT CYR,75017,RAMDIS,,53345735400033,6.0,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgf35MNHv4ai8MU-09Q-Wq4-cFAi2jQPyb4T_IEXOkfxd&p=chMOZL_3S4VhpAHpAPoNMEbX2rJ7PfgD6NDq7tmuai1e_mtQZQ1QdGZIZf4ai7TQknNg7PWa6os%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2861702678182954, 48.8819046194202], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2861702678182954, 'lat': 48.8819046194202}"
ETALAGE,59 RUE DUHESME,75018,C'BELLE,,53420490400013,3.3,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgz6PMEZHhP5n5yI4skUGkNRIsOJqIo3VVTnVjZb0fgyeI%3d&p=chMOZL_3S4XCLyMR07QRACTo6POHQBqzsdT9kMMfwjOnTNABqfP-iOc_zLz3mQWzROLS0pr2C6s%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.342193949809027, 48.893085959099785], 'type': 'Point'}, 'properties': {}}","{'lon': 2.342193949809027, 'lat': 48.893085959099785}"
TERRASSE FERMÉE,13 BOULEVARD SAINT MARTIN,75003,SUSHI FUJITOMY,,53497247600012,7.66,2.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbgDNTwEKPX1z_E7D6LwAp6C7niF8lhMOUpouopFJJjElMhwJnqpOsc%3d&p=chMOZL_3S4WKDQ2J-0IW80zkIrcTwNzyoLm72Y7eMy7OFZnHvvqP2AJnujMwWGJQ9K3-HuhJbPk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3607463166231266, 48.86805330587718], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3607463166231266, 'lat': 48.86805330587718}"
COMMERCE ACCESSOIRE,30 AVENUE DE FLANDRE,75019,SARAH,,53785516500016,1.2,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbgDNTwEKPX1wpKZIzNz13jBoqj5SzThcj40CDbOLDYLxhWfqi_WzPU%3d&p=chMOZL_3S4WKDQ2J-0IW84qYHRBZg9xGvQOyPkqnS3m7LBe4gSNFHwXIyRTMLtzbNrZMaJa5GWA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.371467292967067, 48.886048636180064], 'type': 'Point'}, 'properties': {}}","{'lon': 2.371467292967067, 'lat': 48.886048636180064}"
ETALAGE,16 RUE PASCAL,75005,CAVE BARBERON,,53801248500024,4.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgf35MNHv4ai84UetE29HImqVF2OjeZR1ZDLXXtQN1XR6iwl50lyEBnw%3d&p=chMOZL_3S4VhpAHpAPoNMFv9BivMJOKbzoUlsWAvHYNY5VXlU1Z5a69tmde8PtdS34RRnPSlxXw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3494580973975254, 48.838263576308535], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3494580973975254, 'lat': 48.838263576308535}"
ETALAGE,2 RUE CATULLE MENDES,75017,MF CHAMPERRET,,53956134000016,6.2,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpwgQImsHUEBBnSVtecge-D4coTFIaidm7mhVeSOeFEa6o%3d&p=chMOZL_3S4USq6MyjhRwKtQxo3PAAmVqLciCItZo3lzrmauDF521QpwypQlO4sSl_mbfLP2aj2M%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.291954548195121, 48.88634699718347], 'type': 'Point'}, 'properties': {}}","{'lon': 2.291954548195121, 'lat': 48.88634699718347}"
TERRASSE OUVERTE,92 COURS DE VINCENNES,75012,SUCHI'IN,,54005648800013,6.2,1.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgzGXYjTuIIGYSXflQGWGFM5K196pUt06LOUbGYKnKriLc%3d&p=chMOZL_3S4XCLyMR07QRAGHbdjUvMEi-Qx5AjexqHc4WmS6KTtYOuXvhTzt0ZLZjXOZWQd98YZI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.4077183906113646, 48.84697115505147], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4077183906113646, 'lat': 48.84697115505147}"
ETALAGE,5 RUE NEWTON,75116,NINO COIFFURE,,54201406300011,0.5,0.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgf35MNHv4ai8Kf_RdcRewCyDE0TBilIjw5_SjYMQ7MFr0xrK0eLc1yE%3d&p=chMOZL_3S4VhpAHpAPoNML8b-nvzTy2UnW-mQ5SWPMGiejECjwrXx7hCKll2LjwHctBXiZQ0pOo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.296450678005213, 48.87106884860067], 'type': 'Point'}, 'properties': {}}","{'lon': 2.296450678005213, 'lat': 48.87106884860067}"
ETALAGE,21 BOULEVARD DE STRASBOURG,75010,SNC SUNSHINE,,54204787300089,6.2,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgzy-wdKIbQJi3ozLkmdA6LjGR43RGa6N9ONEPMGI1Ix10%3d&p=chMOZL_3S4XCLyMR07QRAKTAZmZYUKXSIKMyh6_OvxWRjoih1E3brtn8jlbuBhNeT-0oPkMmFiQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.354895348829468, 48.87083329118632], 'type': 'Point'}, 'properties': {}}","{'lon': 2.354895348829468, 'lat': 48.87083329118632}"
TERRASSE OUVERTE,118 BOULEVARD DIDEROT,75012,SOC BRASSERIE DIDEROT,,54205081000010,11.48,1.63,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgz81hsPiELe9oAVdPazCwm7JeO9InjbXLcvGt1qxmumbg%3d&p=chMOZL_3S4XCLyMR07QRAM5gbzVKVjzfMkm6xb4euxnVBTDmxhbq-4fQmLMLAIIzE5Z5L_rNCA8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.38715695268924, 48.847251359480694], 'type': 'Point'}, 'properties': {}}","{'lon': 2.38715695268924, 'lat': 48.847251359480694}"
ETALAGE,224 RUE DES PYRENEES,75020,ETABLISSEMENTS NICOLAS,,54206623802848,3.0,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQrtYbNJ_vyFbX1w6igTLy0JzRI1iV_i4fbnDdqH9vf1iZqdcxM45UQ%3d&p=chMOZL_3S4VhpAHpAPoNMKX9oDg9LcJEaAj9Q_5ucMtNAY4vScC_JdLylOunwOvK0UW_2gJHGUI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3972622034274753, 48.86664107668064], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3972622034274753, 'lat': 48.86664107668064}"
CONTRE-ÉTALAGE,61 RUE MONTORGUEIL,75002,ETABLISSEMENTS NICOLAS,,54206623803630,5.0,1.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQrtYbNJ_vyFlhPEfRFoUVThaCl3yDnK-oNuXilKP5je1gyKE5vpTP4%3d&p=chMOZL_3S4VhpAHpAPoNMBTJaAf1dXGEG8fyUjFVwipZ0eEjrXC-Xpf2Al_8CZLnXdxFCcdC-po%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3469853492313395, 48.86567159009778], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3469853492313395, 'lat': 48.86567159009778}"
