typologie,adresse,arrondissement,nom_enseigne,nom_societe,siret,longueur,largeur,periode_installation,lien_affichette,geo_shape,geo_point_2d
TERRASSE OUVERTE,127 RUE SAINT HONORE,75001,LA QUINTESSENCE,,92185626600017,3.0,0.65,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgV0oPxavT4Br-cPxQ_f55-27ggU97Z8IC0xPoJM9KMQ0kJP0cCa_M_Y%3d&p=chMOZL_3S4XCLyMR07QRAF0oa20QNSZ93Rmo0ukA9CNFFZ15qn1mslPoGPswl0blq4TW9b3BfqY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3416452404869226, 48.861553482559586], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3416452404869226, 'lat': 48.861553482559586}"
TERRASSE FERMÉE,2 RUE DE TRACY,75002,BISTROT LEO,,91101210200016,6.0,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYtZxD9asQGr3HNIMmcAL5mFtwc3oFQySZG3a6nmrzF1lT3Hxci68L0%3d&p=chMOZL_3S4U6_ClyaDcu1Qwd7LxVBadTidSA7J1AvGiI5Qe5rwquX8OkqOCZldcGgvzSb5_2LYM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.353244874648886, 48.86799757154768], 'type': 'Point'}, 'properties': {}}","{'lon': 2.353244874648886, 'lat': 48.86799757154768}"
TERRASSE FERMÉE,27 RUE FRANCOIS 1ER,75008,DADDY BEAR,,30960858600017,5.02,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeocJ-WDXsc995odifmKhFbhJD6_ws3_HKjaWl8-PAPShtdHKILaYH4%3d&p=chMOZL_3S4U6_ClyaDcu1Sbxmn-JX1UgNQFldVgmPRW7pKwmT0h_skZZoiyiAPjzTK8L3OQZToY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.304709327791945, 48.86790534822313], 'type': 'Point'}, 'properties': {}}","{'lon': 2.304709327791945, 'lat': 48.86790534822313}"
CONTRE-TERRASSE OUVERTE,16 AVENUE DE FRIEDLAND,75008,LE MAGNIFIQUE,,51205528600011,1.92,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgevuRxZsN1AkFTDY8wQzaG0sGE_ZsImyRPVHk9ZCi8FFZyix4OFMoLk%3d&p=chMOZL_3S4WzSj2VHhwG-wn3GrRpcLJpl3_aC6uKqZsyefq0dK_3FWbw4aHwba3VpTVr3szGqgI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3011084752624122, 48.87453209150412], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3011084752624122, 'lat': 48.87453209150412}"
COMMERCE ACCESSOIRE,33 RUE JUSSIEU,75005,BURGART,,85278498200013,0.8,1.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgVuPGN2cyPW7zcLsP4DyT_Xz-5AJ5UmZT90ss00tlvFckdaG6_Vp4_U%3d&p=chMOZL_3S4WzSj2VHhwG-_DS9ZVK91nBaO-8pDGNLByaEZ-nJv79rCzI2OntWU63rn2gsWU7mcs%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.353659765923329, 48.846965236580175], 'type': 'Point'}, 'properties': {}}","{'lon': 2.353659765923329, 'lat': 48.846965236580175}"
TERRASSE OUVERTE,5 RUE DE SAINT PETERSBOURG,75008,NEVA CUISINE,,53061815600026,9.5,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgR19xlDjkOjKc7Ulq9le-H0XbaTxBZn02v7WrM0B2uHm497qT90b548%3d&p=chMOZL_3S4WzSj2VHhwG-z0vvK2ULg65Y6QVcLgD2sa5hEL81mvLT2MMhfujvkOoLUJYuzjKGjk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.324161795996804, 48.88010325179388], 'type': 'Point'}, 'properties': {}}","{'lon': 2.324161795996804, 'lat': 48.88010325179388}"
TERRASSE OUVERTE,19 RUE EUGENE JUMIN,75019,LE PETIT POT,,91051894300014,6.0,0.97,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgewdsDrvsU4fQqNQMpG4bKfcZOKnpA0zVe1WwGI74mPlYekNNNZJ_Lw%3d&p=chMOZL_3S4VhpAHpAPoNMDo0QS0tOzlvBbAH6NsgE-MuPsQMmP0_Fp1mh3H4DCEEOo0SG4PcDiQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3922936505471304, 48.88746250204838], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3922936505471304, 'lat': 48.88746250204838}"
TERRASSE OUVERTE,31 RUE PELLEPORT,75020,LE BISTRO DU PARISIEN,,49410042300024,9.4,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRWmauLypLeRIxZOMQuWfaeFTHBsJ0sDd217sAKEukRUWPXZC0rDvA4%3d&p=chMOZL_3S4U6_ClyaDcu1RO6Tyzgz2X-4wFDALFCds_-NXg7GkD-xj5xaWoQWhfELyHFFgr_D6g%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.4039455045460216, 48.86363607247589], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4039455045460216, 'lat': 48.86363607247589}"
PLANCHER MOBILE,135 AVENUE DE MALAKOFF,75116,DEL PAPA,,42964453700012,4.8,3.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbyMzYDv5mYjFOjliTtx9xqCyol3KJyQZqcuoQw-9zDNxxNf5-Ic_B4%3d&p=chMOZL_3S4WzSj2VHhwG-wQOFsYUYLADUGBPWnywy80-PQtpnyQMq1uQnu0PN4o2BtYZgttm39Q%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2838256800813963, 48.87494105240148], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2838256800813963, 'lat': 48.87494105240148}"
TERRASSE OUVERTE,52 RUE DE ROME,75008,LE JARDIN DE ROME,,57205690100018,6.68,1.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXYA2mumeW9ghxANqKJ22crvQTfj19bNnNQvsKtJVj4cF4Sphp9KXMY%3d&p=chMOZL_3S4WzSj2VHhwG-zlgRDhzAp6KNpK6TFyiExuIWWd4ibOlOuV5BEEUOirJuoDnN6UNr1Q%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3221006363892394, 48.87928022970648], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3221006363892394, 'lat': 48.87928022970648}"
TERRASSE OUVERTE,8 RUE DE WATTIGNIES,75012,COM SAIGON,,91157954800015,5.07,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQfENU0uACqcw3EFXYFApcblxBUA9kLEmCj2BSF2xY-y2q3HrPmNIaA%3d&p=chMOZL_3S4XGJQayF6V1YJop-cS9C5lVJgEHh1gwusYwrxa27o-DRLG1jHr-mQkBde9vbINJWPQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3927198097272804, 48.836672092554025], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3927198097272804, 'lat': 48.836672092554025}"
TERRASSE OUVERTE,91 AVENUE RAYMOND POINCARE,75116,FUXIA,,48367594800010,10.6,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmga--DOL0GDDS2y73aUGDymaIz1f2uBY9zexn3VeDjjStY2YbSsAaYd4%3d&p=chMOZL_3S4WBRSVjzjYbuSLgdbyigWES7dnKMNC0PFYSbDE8uwqsJiVjRPYRimqF2kgGzpwK0Wc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2850025372865774, 48.870408373489006], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2850025372865774, 'lat': 48.870408373489006}"
COMMERCE ACCESSOIRE,41 RUE DU CHERCHE MIDI,75006,PERLE D'ORIENT,,81775278500011,1.4,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRthbJfPgnh6FVpF9u8g-cT5J3pcnkgMEXfJDQVXhPsDc6F5obbGaZo%3d&p=chMOZL_3S4WzSj2VHhwG-zJFM7kNHAVDtiESDPStbY9XEtwGdHc4XYt2yQER7B7cesfyb1GVyY4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3260819347107686, 48.84927918441636], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3260819347107686, 'lat': 48.84927918441636}"
TERRASSE OUVERTE,232 BOULEVARD RASPAIL,75014,MAISON EDGAR,,51837704900011,7.76,4.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgVuPGN2cyPW7x6WSuuaiVBzraQotDnPfhTVVs9K_2aFYwbNUb6529ug%3d&p=chMOZL_3S4WzSj2VHhwG-2cFW-u03jmfdCK5h_Hg4qSPX79tdhuzZ09XPDgVK-EQ8_qKOS3NGHI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3302319769805497, 48.83961674564952], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3302319769805497, 'lat': 48.83961674564952}"
TERRASSE OUVERTE,5 RUE BOISSIEU,75018,LE RELAIS,,75011003300016,8.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTImalOdaEy91AkmfZZaqe0Yb55JTm6HxMdJvdAFHmjn2RXWPZ5vUK8%3d&p=chMOZL_3S4UGFsyyUE04Csh-GwdRpyYm8qkmsBd7tjUqHDNS6KhphRr47cs37JVLhZFGPy75AOQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3488069073790068, 48.8843289493671], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3488069073790068, 'lat': 48.8843289493671}"
CONTRE-TERRASSE OUVERTE,82 AVENUE MARCEAU,75008,CASA LUCA,,67204411200015,5.0,2.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWiT-93SdZClXQOaYZREvWn3f-yPTlqwv24Qe-kAAHPFF09WFep_3dU%3d&p=chMOZL_3S4Vd7FEjAQ0taM9T6LVXOOA3wxWBe4jbp7UP5_rVjjRkP0x47VnFEE95PyWG3beO3x8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2966175775967343, 48.87219154845259], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2966175775967343, 'lat': 48.87219154845259}"
TERRASSE OUVERTE,18 RUE DE MOGADOR,75009,TITINE,,95106110000024,3.3,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgToakbK1FSD7S6eYxTPbsbT9cVQJSxxpRfEM1SLzU25x&p=chMOZL_3S4U6_ClyaDcu1dXe3zdSJymad_LjtzR8hpRd4saZCFU0KeTr1SuaqYc8-u1kPGo3FV0%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3314124119040947, 48.87445332054305], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3314124119040947, 'lat': 48.87445332054305}"
TERRASSE OUVERTE,73 RUE MANIN,75019,KASKAD CAFE,,50102327900026,11.7,1.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWsgOBhT5GqcqJHFayZT7EYBFNma4SacUfHoYgySohDzAOOkVRh64RU%3d&p=chMOZL_3S4UEtzStmP4JmYZkLnee8UftmWVAWmN6q-k8VGHqmb_ZjfWuydaWd8SsvixomwcpbVs%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3829775979005787, 48.882673968145966], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3829775979005787, 'lat': 48.882673968145966}"
TERRASSE OUVERTE,1 RUE BROCHANT,75017,LA GIOCONDA,,32446799200016,6.1,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZ7tpeSNM5uyQUxTD9_625zLmQ5H-9VN3TBvav84CXpPpWgKp-qncz8%3d&p=chMOZL_3S4UGFsyyUE04Cg-J5kIKfsB2bvzRzSaLpc9U1eZ5vnzB74cIf8lnW4TTVts2qdx2vgU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3167331956610515, 48.88811182954435], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3167331956610515, 'lat': 48.88811182954435}"
TERRASSE FERMÉE,14 RUE DU GENERAL BERTRAND,75007,OUI MON GÉNÉRAL,,45176095300039,5.9,1.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXYA2mumeW9gRiJsZH589trdSJBl85gMB5bu_9lM4BC1s14ZIEIye2U%3d&p=chMOZL_3S4WzSj2VHhwG-4NMCqBUNM9FftRXrxoTwSrMJpv1Ex9tzRdURKEGl3Fqwge-N0lsYJI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3132015319591903, 48.84776052272633], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3132015319591903, 'lat': 48.84776052272633}"
TERRASSE OUVERTE,18 AVENUE BOSQUET,75007,LE CAMPANELLA,,53003265500017,8.17,2.37,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZ7tpeSNM5uyZ4cwbf-9cz3TTyap7NmLsit20ynfsEaNIH_zq9Lv_xI%3d&p=chMOZL_3S4UGFsyyUE04CnT7BZ7hk3MgCy0dugM4qGe528qkduwA0aS78izuOdAxXV23BPcmDNY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3033363342537094, 48.858639123019465], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3033363342537094, 'lat': 48.858639123019465}"
TERRASSE OUVERTE,106 RUE LECOURBE,75015,LE VILLAGE DU 15,,48793119800013,5.78,2.58,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgcXjf-3fqxpo4Ipfqwc-6dyPm_bHeKTeJInWjniUzTM8_hTKbGAzwJk%3d&p=chMOZL_3S4XCLyMR07QRAFIJoR9EnV8KYMJwza7HyE0n5zpytc8sVLAY2o-r2rbAeBkl88TFJfk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3031526828694244, 48.84283882754411], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3031526828694244, 'lat': 48.84283882754411}"
TERRASSE OUVERTE,33 RUE DE TURIN,75008,SAIGON VIETNAM,,83798477200017,5.4,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTImalOdaEy9DhhknSRivQxxPwo4buo6AcXw3-hBAUeVxJTJGg2blw8%3d&p=chMOZL_3S4UGFsyyUE04CmPCHUTUDEXsBuOyTQ0Bi0_aV0p9jV7ProE8oPyaB3oI46_-RZyw3q4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.324219962211774, 48.88255407297788], 'type': 'Point'}, 'properties': {}}","{'lon': 2.324219962211774, 'lat': 48.88255407297788}"
TERRASSE OUVERTE,11 RUE DE LISBONNE,75008,BRASSERIE DE L'EUROPE,,48361829400027,3.5,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTImalOdaEy99rd5DQy-wZWyCPqhC7Bw0ctWmpx__uZh65DVjlstX7o%3d&p=chMOZL_3S4UGFsyyUE04CmQjuHwrybToCIM-EScYbaBdfwE-dzBviOqwEmDMyWAx-3aScBs-R0k%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3158424960202786, 48.877697495312596], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3158424960202786, 'lat': 48.877697495312596}"
TERRASSE OUVERTE,40 BOULEVARD MALESHERBES,75008,COMPTOIR MALESHERBES,,79761117500010,6.88,2.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRWmauLypLeRnK8YuUelK0PuD-LlSdnn-2ms0nAJyZKU6LnXOUXLMYc%3d&p=chMOZL_3S4U6_ClyaDcu1YKb3kEgFBU_DgzACe74SwNnzlwM2xwKsAYg15shWusddedURj0i9V8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3207057170364354, 48.87402344781137], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3207057170364354, 'lat': 48.87402344781137}"
TERRASSE OUVERTE,210 RUE SAINT MAUR,75010,LEO BISTRO,,80823700200015,7.1,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWhn1K7ZfH26uEuv9v9LbLLKW1Z3wsq2z-6qZSsPEn4uMqrw51ZEv7w%3d&p=chMOZL_3S4X8zhzCleCo5ZXyblBqduQ1n65IxSVjrOb8nBOlU6-gvw1-c9xdkuS59n7oGBpNSMU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3709314911035597, 48.87309768701302], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3709314911035597, 'lat': 48.87309768701302}"
ETALAGE,26 RUE DE LOURMEL,75015,PRIMEUR LOURMEL,,82135861100019,5.8,1.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQA84NyIWp7vtI3-4pck2Is-XgUzBDkyb8xEdPhYas7dt1US3_czwY0%3d&p=chMOZL_3S4WKDQ2J-0IW80IFd1l3_bN-Rmm9srCcbDV-plOezg1h50MZffz8ZAZEZ0hEPYFT1Jo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2909653906522602, 48.84920182105788], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2909653906522602, 'lat': 48.84920182105788}"
TERRASSE OUVERTE,54 RUE DE LEVIS,75017,LE SAURET,,42955827300018,6.0,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZH7Twm_6Pgbr3vggTisu8hCI9P3_N_uRNfExRNav1Z5wps9e8P2tGI%3d&p=chMOZL_3S4Vd7FEjAQ0taMguXbBb5cv0HZO_RYJakN_KZqErwVNzJJv5dow3wnB1UBj0DVXxigM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3137925975892406, 48.88376154913403], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3137925975892406, 'lat': 48.88376154913403}"
TERRASSE OUVERTE,94 BOULEVARD MALESHERBES,75017,RIMAL,,30875796200011,2.0,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYfPsT8F3JcSTB3B6mjL1tmNqJuGzzsa8IAgdNVzqJORomNKMaZ9ok0%3d&p=chMOZL_3S4WBRSVjzjYbuSi8toQ6tMt2sImktnJRIUT_NYgKw5hKRqMaNPatCDvaU1HX0PZsMjY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3125824705480293, 48.88103778310114], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3125824705480293, 'lat': 48.88103778310114}"
TERRASSE OUVERTE,16 RUE LEONCE REYNAUD,75116,RESTAURANT BALILLI,,41790392900012,8.85,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZH7Twm_6PgbG_sfes3Jb9cyQSZTfRXVhkBxLUV4RDyR8F9Brgg3YMM%3d&p=chMOZL_3S4Vd7FEjAQ0taK8sR_UFrr_YsEsg_l6vVyx4xui6XymbXiE8jK3vtoLtrIVC9Rv9gJc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.297956975002654, 48.865845500772004], 'type': 'Point'}, 'properties': {}}","{'lon': 2.297956975002654, 'lat': 48.865845500772004}"
TERRASSE OUVERTE,122 RUE DE TOLBIAC,75013,LA COMMEDIA,,88156422300017,8.0,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQKbzATxwIZYtwUPrsBLjkuZgbBxq4Lhu6EU634np0D7ERdhpRFW1yk%3d&p=chMOZL_3S4Vd7FEjAQ0taKqG7aD7VTtdlKBUpcvXB1cffzm15sJ275uCa3c20oKkiBkbtghO3aA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.360258631353303, 48.82626994451762], 'type': 'Point'}, 'properties': {}}","{'lon': 2.360258631353303, 'lat': 48.82626994451762}"
TERRASSE OUVERTE,16 RUE DU CAPITAINE LAGACHE,75017,AUX DES CALES,,80865275400017,6.0,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWiT-93SdZClOVPddM35p52k_-bq-gIffylmuhsG0Rs_zpO1Lnd4XDI%3d&p=chMOZL_3S4Vd7FEjAQ0taDX8dp53f_iTRHNM30_b84Ua30rEsr9m9VMCk-75XG1Zi8huNU9cyuw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3260746163960473, 48.89200937667007], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3260746163960473, 'lat': 48.89200937667007}"
TERRASSE OUVERTE,1 RUE MARBEUF,75008,RIMAL,,56207072200011,6.3,0.95,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXSn34anfyJ7hFutX1xhQx7q_IsDaSLHxLKqO3GAzBLv6ncdIG7TUD0%3d&p=chMOZL_3S4WzSj2VHhwG-0lByDzZwMZ_Ueyh6pIBRzhcy4WKBcJM78XfezhtLX2UO4jIsmZQnuk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3017602513570683, 48.86719709396282], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3017602513570683, 'lat': 48.86719709396282}"
TERRASSE OUVERTE,74 AVENUE DU GENERAL LECLERC,75014,LE COURLIS,,81978815900021,5.2,2.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQfENU0uACqcsiYpj435NXzrnTbp76rGJlxGtwm0hB7H6_DHlMetjhs%3d&p=chMOZL_3S4XGJQayF6V1YC83TY5mRY7uAXT6hNA0Cwk-Wdl6-dTnTXBaUgjc1wao2kEjxfFBOPI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3278274228693774, 48.829194047818284], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3278274228693774, 'lat': 48.829194047818284}"
TERRASSE OUVERTE,21 RUE DU COLISEE,75008,LE COLIPONT,,91424141900011,2.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYtZxD9asQGr7ho6JvEscMFM-SG_AZZBF0p5U0v0O6NMyJHp_qynYqE%3d&p=chMOZL_3S4U6_ClyaDcu1SIIr_9GKu_T9z-eKQqWD-t4nKEOOlwsMT75AxoBfKn4j4Liw3pHlnw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3085365761389927, 48.87086957350003], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3085365761389927, 'lat': 48.87086957350003}"
TERRASSE FERMÉE,1 RUE DE ROME,75008,TRIADOU HAUSSMANN,,34969178200016,12.13,1.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWiT-93SdZClVJiyppgqPv7G_P0ymOI7Vu7-_uBPk93gS4YHWO4FgXw%3d&p=chMOZL_3S4Vd7FEjAQ0taPL_JKMZszKrwcXuR2UgIO_C-uRx8iPU1FprEqPfZtx0PkF3AAHovBs%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3254964644440657, 48.8742368411739], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3254964644440657, 'lat': 48.8742368411739}"
TERRASSE OUVERTE,158 AVENUE DAUMESNIL,75012,LA STELLA,,45109960000012,7.0,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmge8v6fJKBSDuMbSj58pp1Ap8xX9YRZ7OIhiM1-2lkFKqodbe2EDsgOA%3d&p=chMOZL_3S4U6_ClyaDcu1RrJ0hLi493D14UMab0reWoUBqltVF8YFPip1-nVrsa1Z8SvzZWr1cc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3929595276210747, 48.84010008882696], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3929595276210747, 'lat': 48.84010008882696}"
TERRASSE OUVERTE,37 AVENUE DUQUESNE,75007,GEMELLUS,,90144409100010,5.0,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQti3DTkWkn1GMwqjVMJidYEK4AYIE-fTDPZAKOmfL3No0Gy0VIUX8E%3d&p=chMOZL_3S4XGJQayF6V1YPGLxEFCWnEfaLvcl9ccQOwYTFbKmkWQcOC1csWHr9nchtuUR0qN90U%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3105565326147626, 48.85163437510716], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3105565326147626, 'lat': 48.85163437510716}"
TERRASSE OUVERTE,7 RUE DE L ABBE DE L EPEE,75005,BISTRO MAUZAC,,63202150700017,8.6,0.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSSJdkLfUHlSCKRlGh4LoCppOoxuD3IjcQIXVRdrl7b_Lo8Sl63vy2Y%3d&p=chMOZL_3S4XCLyMR07QRAI4Jq9qKDdzsoRoEC4MF2JazUiNo1Sid4wscRwjZSSuCPXL6UW_XTCo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3420622488947003, 48.843123258730934], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3420622488947003, 'lat': 48.843123258730934}"
